page,position_on_page,title,card_url,price,rating,date,views,downloads,comments,author,preview,tags,source_page_url
35,13,Обработка «Групповое изменение реквизитов номенклатуры в 1С для УТ 11 / КА 2»,https://infostart.ru/marketplace/1326266/,4200 руб.,12,16.11.2020,19402,13,6,6,"Обработка для группового редактирования реквизитов номенклатуры в 1С для УТ 11 / КА 2. Позволяет редактировать реквизиты (как основные, так и дополнительные реквизиты и сведения) непосредственно в таблице, устанавливать новые значения реквизитов на выбранную номенклатуру, а также загружать новые значения из Excel. Предусмотрена возможность добавления фото к товарам перетаскиванием файла из проводника на строку с товаром (drag'n'drop)",Загрузка и выгрузка в Excel | Корректировка данных | Пользователь | 1С:Предприятие 8 | 1С:Управление торговлей 11 | 1С:Комплексная автоматизация 2.х | Управленческий учет | Платные (руб),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,14,"Получение писем, запись файлов xls из вложений писем в справочник Файлы, чтение xls из справочника Файлы в табличный документ и в таблицу значений",https://infostart.ru/1c/tools/1546727/,1 стартмани,7,10.11.2021,2671,13,0,AlenaBelousova,Внешняя обработка читает письма с yandex.ru. Перебирает и обрабатывает все вложения от заданного адресата. Записывает файл xls в Справочник Файлы. Удаляет письма из почты. Читает файл xls из справочника Файла в табличный документ. Из табличного документа формирует таблицу значений. Из таблицы значений выводит построчно информацию. Методом Сообщить или пишет в Log Файл на Ваш выбор.,Загрузка и выгрузка в Excel | Программист | 1С:Предприятие 8 | 1C:Бухгалтерия | 1С:Зарплата и Управление Персоналом 3.x | Россия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,15,Универсальная загрузка из Excel в 1С,https://infostart.ru/marketplace/1699329/,5000 руб.,16,27.07.2022,13358,13,21,21,"Универсальная загрузка из Excel с человеческим интерфейсом. Помнит форматы разных типов документов каждого контрагента. Простая визуальная, интуитивно понятная настройка загрузчика. Проверьте, подходит ли загрузчик для Ваших задач. При покупке от 3-х лицензий действует СПЕЦПРЕДЛОЖЕНИЕ! Бесплатный период 30 дней.",Загрузка и выгрузка в Excel | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Розница 2 | Управленческий учет | Платные (руб),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,16,Загрузчик простой для создания и обновления цен для УТ 11.5 (новый вид учета и регистр цен),https://infostart.ru/1c/tools/1872672/,2 стартмани,4,31.05.2023,2327,13,0,user795029,"Данная обработка была написана на основе старой версии и простой загрузки данных по номенклатуре и обновлению конкретного вида цены. Подходит только для УТ 11.5, т.к. тут новый учет по видам цен и новый регистр 2.5.",Загрузка и выгрузка в Excel | Пользователь | 1С:Предприятие 8 | 1С:Управление торговлей 11 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,17,Обработка файлов Excel,https://infostart.ru/1c/tools/1747647/,1 стартмани,4,26.10.2022,3271,13,0,Foxes82,Чтение файла Excel в таблицу значений на форме и выполнение произвольного кода.,Загрузка и выгрузка в Excel | Программист | 1С:Предприятие 8 | 1С:Управление торговлей 10 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,18,Выгрузка остатков и цен в Озон,https://infostart.ru/1c/tools/1625193/,1 стартмани,4,21.03.2022,5945,13,2,simuljakr,"Выгрузка текущих остатков и цен из 1C УТ 10.3 в шаблон для Озон (OZON). Обработка позволяет заполнить шаблон в формате Эксель остатками и ценами из 1С УТ 10.3, для последующей их загрузки в Озон. Шаблон для заполнения остатков и цен должен быть скачан из вашего личного кабинета OZON. Но подойдет и любой файл Эксель.",Загрузка и выгрузка в Excel | Маркетплейсы | Пользователь | 1С:Предприятие 8 | 1С:Управление торговлей 10 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,19,Общепит 3.0: Загрузка рецептур из Технологических карт MS Excel,https://infostart.ru/1c/tools/1149620/,1 стартмани,4,05.11.2019,18354,13,13,serge_msk,"Обработка ускоряет ввод имеющихся рецептур в формате MS Excel в базах Общепит 3.0. Гибкий поиск номенклатуры, создание недостающей номенклатуры и рецептов.","Загрузка и выгрузка в Excel | Бухгалтер | 1С:Предприятие 8 | 1C:Бухгалтерия | Рестораны, кафе и фаст-фуд | Бухгалтерский учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,20,"Загрузка товаров из внешних файлов (вер. 2.5 для КА, ERP 2.4.13.x и УТ 11.4.13.x)",https://infostart.ru/1c/tools/1372708/,1 стартмани,5,31.01.2021,3688,13,5,user923728,"Загрузка товаров из внешних файлов отличается от типовой тем, что позволяет загружать Ячейки в документы ордерно-ячеистого склада и в документы пересорта грузить кроме номенклатуры и характеристики списания, также и номенклатуры и характеристики оприходования.","Логистика, склад и ТМЦ | Загрузка и выгрузка в Excel | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Управление торговлей 11 | 1С:Комплексная автоматизация 2.х | Управленческий учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,21,"Практика переноса информации из ""Торговля и склад"" 7.7 в УТ 11.3",https://infostart.ru/1c/tools/619813/,1 стартмани,3,02.01.2018,16622,13,0,zemskov,Загрузчик номенклатуры и поступления из EXCEL в Управление торговлей 11.3 с дополнительными возможностями (артикулирование),"Логистика, склад и ТМЦ | Загрузка и выгрузка в Excel | Перенос данных 1C | Системный администратор | Программист | 1С:Предприятие 8 | 1С:Управление торговлей 11 | Розничная и сетевая торговля (FMCG) | Оптовая торговля, дистрибуция, логистика | Россия | Управленческий учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,22,"Создание документов Заказ клиента и Приобретение товаров и услуг из xml, docx (ERP 2, КА 2, УТ 11)",https://infostart.ru/1c/tools/1030463/,3 стартмани,2,29.03.2019,6162,13,1,Spektr,"Обработка предназначена для создания документов Заказ клиента и Приобретение товаров и услуг из xml, docx (ERP 2, КА 2, УТ 11).","Загрузка и выгрузка в Excel | Оптовая торговля | Производство готовой продукции (работ, услуг) | Файловый обмен (TXT, XML, DBF), FTP | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:ERP Управление предприятием 2 | 1С:Управление торговлей 11 | 1С:Комплексная автоматизация 2.х | Россия | Бухгалтерский учет | Управленческий учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,23,Загрузка начислений в документ Разовое начисление из файла EXCEL. ЗУП 3.1,https://infostart.ru/1c/tools/1150239/,1 стартмани,-1,05.12.2019,7551,13,3,Maslov1990,"Обработка по загрузке начислений из файла EXCEL. Загрузка происходит из файла EXCEL, в случаях, когда расчет заработной платы ведется не в программе учета. Данные загружаются в документ Разовое начисление. Обработка облегчит работу сотрудникам по расчету заработной платы, исключит ошибки ручного ввода.",Загрузка и выгрузка в Excel | Бухгалтер | 1С:Предприятие 8 | 1С:Зарплата и Управление Персоналом 3.x | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,24,Зарплатный проект для ЗУП 3.1 для банка Авангард,https://infostart.ru/1c/tools/999275/,1 стартмани,1,08.02.2019,7862,13,9,rch,Если организация выплачивает сотрудникам зарплату на карточки в банке Авангард. С помощью этой обработки можно выбрать ведомость и выгрузить ее в Excel. Работает только в толстом клиенте.,Загрузка и выгрузка в Excel | Обмен с интернет-банком | Банковские операции | Зарплата | Бухгалтер | 1С:Предприятие 8 | 1С:Зарплата и Управление Персоналом 3.x | Россия | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,25,Загрузка остатков отпусков в ЗУП 3.Х из Excel,https://infostart.ru/marketplace/675481/,2000 руб.,13,19.09.2017,20552,13,3,3,"Обработка загружает данные по остаткам отпусков из Excel в 1C: ЗУП 3.Х. Была создана, поскольку несколько раз изменялся формат, добавлялись требования и, получается, имеющиеся на тот момент инструменты не подошли.",Зарплата | Загрузка и выгрузка в Excel | Бухгалтер | 1С:Предприятие 8 | 1С:Зарплата и Управление Персоналом 3.x | Россия | Бухгалтерский учет | Платные (руб),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,26,Метод загрузки данных из таблиц Excel в 1С без установки Office,https://infostart.ru/1c/tools/549964/,1 стартмани,16,20.09.2016,32691,13,4,aserg,"Импорт данных в 1С:Предприятие 7.7 из Excel через JET.OLEDB или ACE.OLEDB. Данный метод позволяет загружать данные из файлов на ПК, на которых не установлен MS Office.",Загрузка и выгрузка в Excel | Программист | 1С:Предприятие 7.7 | 1C77 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,27,"Выгрузка и загрузка мест хранения через файл XLS для УТ10.3, КА1.1",https://infostart.ru/1c/tools/530582/,1 стартмани,0,13.06.2016,9434,13,2,МимохожийОднако,"Небольшая обработка для выгрузки и загрузки мест хранения. Синхронизация по артикулу. Проверен на конфигурациях: Комплексная автоматизация, редакция 1.1 (1.1.72.1), ""Управление торговлей"", редакция 10.3 (10.3.36.1)","Загрузка и выгрузка в Excel | Оптовая торговля | Производство готовой продукции (работ, услуг) | Розничная торговля | Бухгалтер | Руководитель проекта | 1С:Предприятие 8 | 1С:Комплексная автоматизация 1.х | 1С:Управление торговлей 10 | Россия | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,28,Создание документов Excel с диаграммами,https://infostart.ru/1c/tools/352102/,1 стартмани,4,30.04.2015,9350,13,1,DreamMaster,Создание диаграмм в Excel файле по данным из 1С,Загрузка и выгрузка в Excel | Работа с интерфейсом | Программист | 1С:Предприятие 8 | 1C:Бухгалтерия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,29,Загрузка Номенклатуры и УКТВЭД из Excel файла,https://infostart.ru/1c/tools/266952/,1 стартмани,1,23.03.2014,6376,13,1,bizdim,"Обработка предназначена для загрузки данных в справочник ""Номенклатура"" из Excel файла. Она была написана ввиду того, что при помощи стандартной обработки по загрузке данных из табличного документа у меня не получилось загрузить коды УКТВЭД, которые были в Excel файле. Обработка написана для Альфа-Авто Автосервис + Автозапчасти украинская версия 4.1.11.01, которая имеет незначительную доработку под собственные нужды. Более детально смотрите в описании.","Загрузка и выгрузка в Excel | Логистика, склад и ТМЦ | Программист | 1С:Предприятие 8 | 1C:Бухгалтерия | Автомобили, автосервисы | Украина | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,30,Загрузка курсов валют НБРБ (Национального банка Республики Беларусь) из файла Excel,https://infostart.ru/1c/tools/122379/,1 стартмани,1,26.03.2012,10554,13,2,erizipeloid,Загрузка истории курсов валют НБРБ (Национального банка Республики Беларусь) из файла Excel,Загрузка и выгрузка в Excel | Обмен с интернет-банком | Банковские операции | 1С:Предприятие 8 | 1C:Бухгалтерия | Беларусь | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,31,Экспорт справочников в Excel с фильтрами (выгрузка в Excel),https://infostart.ru/1c/tools/2088630/,10 стартмани,1,15.04.2024,3044,12,2,zhuravl,Обработка производит экспорт реквизитов справочников в Excel. Предназначена для всех конфигураций.,Загрузка и выгрузка в Excel | Пользователь | 1С 8.3 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,32,"Загрузка данных из внешних файлов в складские документы (ERP 2, КА 2, УТ 11)",https://infostart.ru/1c/tools/1653252/,3 стартмани,2,30.04.2022,2679,12,0,Spektr,"Расширение позволяет загрузить данные из внешних файлов в табличную часть Товары документов Перемещение товаров, Оприходование излишков товаров и Списание недостач товаров (ERP 2, КА 2, УТ 11).","Логистика, склад и ТМЦ | Загрузка и выгрузка в Excel | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:ERP Управление предприятием 2 | 1С:Управление торговлей 11 | 1С:Комплексная автоматизация 2.х | Россия | Бухгалтерский учет | Управленческий учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,33,Заполнение сегмента партнера по ИНН,https://infostart.ru/1c/tools/2475339/,5 стартмани,0,08.09.2025,871,12,0,Evgeniy_Baydukalov,"Цель: Внедрить индивидуальные настройки процесса согласования заказов для определённого количества партнёров с целью повышения эффективности взаимодействия, учёта специфики их бизнес-процессов и обеспечения гибкости в работе.",Загрузка и выгрузка в Excel | Пользователь | 1С:Предприятие 8 | 1С:ERP Управление предприятием 2 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,34,"Загрузка из эксель в документ Приходная накладная для УНФ 3, Розница 3",https://infostart.ru/1c/tools/2328873/,2 стартмани,2,03.03.2025,1881,12,0,Marat1c8,"Обработка позволяет загрузить данные из эксель в документ ""Приобретение товаров и услуг"" нажатием одной кнопки.",Загрузка и выгрузка в Excel | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:ERP Управление предприятием 2 | 1С:Управление нашей фирмой 3.0 | 1С:Розница 3.0 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,35,Загрузка цен номенклатуры из Excel.,https://infostart.ru/1c/tools/2235275/,1 стартмани,1,13.11.2024,1138,12,1,Hartge,Обработка предназначена для демонстрации механизма БСП подключаемых внешних обработок заполнения объектов.,"Ценообразование, анализ цен | Загрузка и выгрузка в Excel | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Управление торговлей 11 | Управленческий учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,36,"Внешняя обработка для загрузки из файлов EXCEL ОФД в 1С:Бухгалтерия предприятия 3.0 с созданием документов ""ПКО""/""Операция по платежным картам"", функционал проверялся на релизах 3.0.148.41 и выше",https://infostart.ru/1c/tools/2190009/,2 стартмани,4,18.09.2024,2714,12,3,darminov,"Внешняя обработка для загрузки из файлов EXCEL ОФД в 1С:Бухгалтерию предприятия 3.0 с созданием документов ""ПКО""/""Операция по платежным картам"", функционал проверялся на релизах 3.0.148.41 и выше.",Загрузка и выгрузка в Excel | ЭДО и ОФД | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Бухгалтерия государственного учреждения | 1С:Бухгалтерия 3.0 | Россия | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,37,Загрузка номенклатуры в документ Установка цен номенклатуры из внешнего источника. УТ 11,https://infostart.ru/1c/tools/1237271/,4 стартмани,4,17.05.2020,4515,12,4,titanium2008,"Будет полезна тем, кто привык пользоваться заполнением табличных частей документов при помощи обработки Загрузить из внешнего источника.","Ценообразование, анализ цен | Загрузка и выгрузка в Excel | Пользователь | 1С:Предприятие 8 | 1С:ERP Управление предприятием 2 | 1С:Управление торговлей 11 | 1С:Комплексная автоматизация 2.х | Россия | Управленческий учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,38,"Загрузка отчетов эквайринга Сбербанка, в том числе по QR оплатам",https://infostart.ru/1c/tools/1767937/,1 стартмани,0,03.12.2022,4642,12,0,vitek_chainik,"2 обработки: - обработка для загрузки отчетов эквайринга по QR оплатам. Типовая обработка 1С грузит из XML файлов, а по QR оплатам сбербанк присылает архив с xlsx файлами. Для загрузки таких выписок сделана обработка. - обработка для более удобной загрузки отчетов по обычным терминалам. Типовая обработка 1С грузит отдельно из XML файлов по одному, а сбербанк присылает архив с большим количеством файлов. Для пакетной загрузки всех файлов из архива сделана обработка.",Эквайринг/ридер магнитных карт | СБП. Оплата по QR-коду | Загрузка и выгрузка в Excel | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Управление торговлей 11 | Бухгалтерский учет | Управленческий учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,39,Загрузка элементов справочника номенклатуры из Excel,https://infostart.ru/1c/tools/1563233/,1 стартмани,4,06.12.2021,3664,12,0,user1670657,"Простая внешняя обработка, позволяющая загрузить список номенклатуры из табличного документа Excel в справочник ""Номенклатура"".","Загрузка и выгрузка в Excel | Логистика, склад и ТМЦ | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Бухгалтерия 3.0 | Бухгалтерский учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
35,40,"Загрузка товаров в заказ клиента из Excel в 1СУТ 11.4, КА 2.4",https://infostart.ru/marketplace/1527115/,5084 руб.,14,13.10.2021,10341,12,4,4,"Загрузка товаров из Excel в заказ - внешняя обработка табличной части документа Заказ клиента. Для УТ 11, КА 2.4. Загружает в данные табличной части Товары данные из файлов xls, xlsx, ods.",Загрузка и выгрузка в Excel | Пользователь | 1С 8.3 | 1С:Управление торговлей 11 | 1С:Комплексная автоматизация 2.х | Россия | Управленческий учет | Платные (руб),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=35
36,1,Описание выгрузки табличного документа в excel,https://infostart.ru/1c/tools/1374211/,1 стартмани,5,05.02.2021,8292,12,0,creatermc,Частое получение данных во внешнем файле excel вдохновляет на автоматизацию данного процесса. В описанном примере показан механизм получения данных из динамического списка и сохранения его в файл excel.,Загрузка и выгрузка в Excel | Программист | 1С:Предприятие 8 | 1C:Бухгалтерия | Россия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=36
36,2,Загрузка накладных из Excel в документ Поступление товаров. УТ 10.3,https://infostart.ru/1c/tools/1298616/,3 стартмани,2,23.09.2020,7361,12,0,a_kudaev,"Обработка предназначена для загрузки документов Поступление товаров и услуг в конфигурации 1С Управление Торговлей 10.3 из файлов XLS, работает без установленного Microsoft Office (необходим OpenOffice или LibreOffice).",Загрузка и выгрузка в Excel | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Управление торговлей 10 | Управленческий учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=36
36,3,Обработка для выгрузки проводок регистра бухгалтерии 1С,https://infostart.ru/1c/tools/1278369/,1 стартмани,1,13.08.2020,8064,12,0,akimserik1986,"Обработка написана для управляемых форм. Позволяет выгрузить проводки из Регистра Бухгалтерии ""Типовой"" - на экран пользователя (с последующим ручным сохранением), либо напрямую в файл .xlsx или .txt.","Загрузка и выгрузка в Excel | Анализ учета | Бизнес-аналитик | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Бухгалтерия 3.0 | Аудит и бухгалтерские услуги, юриспруденция | Казахстан | Бухгалтерский учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=36
36,4,Выгрузка / загрузка курсов валют (управляемые формы),https://infostart.ru/1c/tools/1273780/,1 стартмани,3,03.08.2020,5726,12,0,mvn2004,"Обработка ""Выгрузка / загрузка курсов валют"" предназначена для выгрузки-загрузки курсов валют в(из) файл(а) XLS в(из) регистр(а) сведений ""Курсы валют"".",Загрузка и выгрузка в Excel | Банковские операции | 1С:Предприятие 8 | 1C:Бухгалтерия | Украина | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=36
36,5,Загрузка номенклатуры из Excel,https://infostart.ru/1c/tools/972567/,1 стартмани,0,27.12.2018,4746,12,0,kazantsev_ka,Обработка позволяет загрузить номенклатуру и сформировать документ Счет покупателя.,Загрузка и выгрузка в Excel | Оптовая торговля | Бухгалтер | 1С:Предприятие 8 | 1С:Бухгалтерия 3.0 | Россия | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=36
36,6,Простая загрузка прайса поставщика в документ Установка цен номенклатуры для КА 1.1 и УТ 10 (Excel не нужен),https://infostart.ru/1c/tools/699616/,2 стартмани,8,13.11.2017,15200,12,0,soap,"Обработка использует библиотеку «GameWithFire» господина Дмитрия Ощепкова (ему огромная благодарность) и, как следствие, не требует установленного на компьютере Excel.","Ценообразование, анализ цен | Загрузка и выгрузка в Excel | Бухгалтер | Руководитель проекта | 1С:Предприятие 8 | 1С:Комплексная автоматизация 1.х | 1С:Управление торговлей 10 | Россия | Управленческий учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=36
36,7,BUG. Копирование из 1С через RDP буфер обмена в Excel преобразует все значения в текст,https://infostart.ru/1c/tools/682821/,1 стартмани,6,06.10.2017,24436,12,5,sergey279,При копировании из 1С RDP через буфер обмена в excel преобразует все значения в текст. (windows 10). Инструкция по устранению.,Загрузка и выгрузка в Excel | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=36
36,8,"Открытие файлов сохраненных настроек для обработки ""Загрузка данных из табличного документа""",https://infostart.ru/1c/tools/297195/,1 стартмани,4,19.08.2014,16681,12,6,Дмитрий74Чел,Обработка для комфортного открытия файлов *.mxlz .,Загрузка и выгрузка в Excel | Программист | 1С:Предприятие 8 | 1C:Бухгалтерия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=36
36,9,1С:ExcelReport - COM компонента для вывода в Excel в стиле 1С,https://infostart.ru/1c/tools/564876/,1 стартмани,24,02.12.2016,22303,12,7,Perfolenta,"Когда необходимо создать из 1С файл Excel с богатым форматированием и встроенными в ячейки формулами, приходится писать на языке 1С довольно объемный код. Предлагаемая компонента позволяет создать макет Excel и вывести отчет «как в 1С», с использованием простого задания параметров и вывода/присоединения секций.",Разработка внешних компонент | Загрузка и выгрузка в Excel | Программист | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=36
36,10,Импорт товаров из входящей ТТН. Загрузка табличной части документа из EXCEL. УТ 10.3,https://infostart.ru/1c/tools/529135/,1 стартмани,3,05.06.2016,12999,12,3,agent00mouse,"Облегчим жизнь менеджеру по закупкам, тому, кто занимается входящей первичкой. Для облегчения работы менеджера по приемке товара. была написана внешняя обработка заполнения табличных частей документа. Для универсальности и меньшего вмешательства в конфигурацию (хочется вообще её не трогать), был создан подчинённый ""Контрагентам"" справочник ""ПараметрыИмпотраТД"". Почему был создан справочник, а не обошлись настройками в обработке, да потому, что поставщиков много, настроек будет тоже много, и как раз для этого случая у нас есть объект конфигурации - справочник.",Загрузка и выгрузка в Excel | Оптовая торговля | Розничная торговля | Руководитель проекта | 1С:Предприятие 8 | 1С:Управление торговлей 10 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=36
36,11,"Выгрузка остатков по счетам учета ОС в Excel и загрузка из таблицы Excel в документ ""Бухгалтерская справка"" 1С: Комплексная конфигурация 7.7",https://infostart.ru/1c/tools/463709/,1 стартмани,0,01.03.2016,16584,12,1,Most,Эта обработка написана была очень давно и использовалась при обрезке базы. Тестировалась только на Комплексной конфигурации 7.7,Загрузка и выгрузка в Excel | Учет ОС и НМА | Бухгалтер | 1С:Предприятие 7.7 | 1С:Комплексная 7.7 | Россия | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=36
36,12,Загрузка телефонов из Excel в УТ,https://infostart.ru/1c/tools/410945/,1 стартмани,3,22.10.2015,16527,12,1,maksal,"Внешняя обработка для загрузки новых телефонов а также новых партнеров в базе данных 1С Управление торговлей, редакция 11.1 (была разработана для SMS-рассылки)",Загрузка и выгрузка в Excel | SMS рассылки | Управление взаимоотношениями с клиентами (CRM) | Пользователь | 1С:Предприятие 8 | 1С:Управление торговлей 10 | Управленческий учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=36
36,13,"Внешняя обработка выгрузки остатков товаров в Еxcel, с синхронизацией по артикулу. 1С 7,7.",https://infostart.ru/1c/tools/313063/,1 стартмани,3,16.11.2014,16168,12,2,Smile_D,Обработка в выбранном файле эксель ищет в указанной колонке артикул товара из справочника номенклатура. В случае если артикул найден в соответствующие колонки той же строки заполняются значения остатков найденного товара и цены.,Загрузка и выгрузка в Excel | 1С:Предприятие 7.7 | 1C77 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=36
36,14,"Загрузка документа ""План продаж"" из Excel",https://infostart.ru/1c/tools/307680/,1 стартмани,2,16.10.2014,9704,12,1,гаврюша,Заполнение документа План продаж из файла Excel. Дополнительная внешняя обработка по заполнению табличной части. Подключается к документу.,Загрузка и выгрузка в Excel | Бюджетирование и планирование | Программист | 1С:Предприятие 8 | 1С:Управление производственным предприятием | Управленческий учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=36
